"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"22.08.2022","116,67","116,75","117,16","115,50","8,97M","-1,65%"
"19.08.2022","118,63","120,62","120,99","118,11","13,46M","-2,47%"
"18.08.2022","121,64","122,24","122,47","120,55","9,53M","-0,77%"
"17.08.2022","122,59","122,30","123,16","121,69","8,15M","-0,84%"
"16.08.2022","123,63","122,29","124,24","121,87","9,55M","0,96%"
"15.08.2022","122,46","121,14","122,72","120,60","8,46M","0,27%"
"12.08.2022","122,13","120,67","122,25","119,44","9,91M","1,66%"
"11.08.2022","120,14","119,90","121,20","119,31","11,68M","1,48%"
"10.08.2022","118,39","117,96","119,37","117,50","12,85M","2,61%"
"09.08.2022","115,38","114,75","115,99","114,37","10,23M","0,90%"
"08.08.2022","114,35","116,25","116,70","114,18","10,34M","-1,22%"
"05.08.2022","115,76","112,53","116,19","112,05","14,17M","3,03%"
"04.08.2022","112,36","112,85","113,32","111,02","18,03M","-1,10%"
"03.08.2022","113,61","113,45","114,10","111,71","14,39M","1,05%"
"02.08.2022","112,43","113,92","114,39","112,27","14,94M","-1,56%"
"01.08.2022","114,21","114,50","115,11","113,07","14,74M","-1,00%"
"29.07.2022","115,36","115,59","116,50","114,79","12,94M","0,48%"
"28.07.2022","114,81","115,25","115,98","113,53","10,38M","-0,37%"
"27.07.2022","115,24","114,01","115,74","113,30","9,27M","1,60%"
"26.07.2022","113,42","114,58","115,58","113,03","10,68M","-1,56%"
"25.07.2022","115,22","115,84","116,46","114,77","9,39M","0,40%"
"22.07.2022","114,76","115,24","116,25","113,67","7,65M","-0,49%"
"21.07.2022","115,32","114,44","115,53","113,37","11,60M","0,68%"
"20.07.2022","114,54","114,10","114,74","113,48","11,67M","-0,02%"
"19.07.2022","114,56","113,13","114,93","112,67","11,86M","2,48%"
"18.07.2022","111,79","114,77","115,84","111,29","13,98M","-1,03%"
"15.07.2022","112,95","109,16","113,88","107,67","18,86M","4,58%"
"14.07.2022","108,00","107,99","108,23","106,06","26,20M","-3,49%"
"13.07.2022","111,91","111,75","112,48","110,38","12,98M","-0,94%"
"12.07.2022","112,97","112,58","115,18","112,26","11,25M","0,10%"
"11.07.2022","112,86","113,55","114,23","112,21","7,94M","-1,31%"
"08.07.2022","114,36","115,16","115,65","113,61","8,81M","-0,31%"
"07.07.2022","114,72","113,50","114,90","113,40","10,35M","2,53%"
"06.07.2022","111,89","111,73","112,99","110,79","10,66M","-0,65%"
"05.07.2022","112,62","110,77","112,71","109,30","12,52M","-1,25%"
"01.07.2022","114,05","112,65","114,42","111,16","10,57M","1,28%"
"30.06.2022","112,61","113,17","114,07","110,93","15,17M","-2,33%"
"29.06.2022","115,30","116,00","116,82","114,73","9,34M","-0,45%"
"28.06.2022","115,82","117,67","119,29","115,60","11,62M","-0,48%"
"27.06.2022","116,38","118,06","118,50","115,64","11,28M","-0,80%"
"24.06.2022","117,32","113,23","117,82","112,83","14,84M","2,98%"
"23.06.2022","113,92","115,01","115,18","111,48","11,85M","-1,09%"
"22.06.2022","115,18","114,88","116,20","114,39","9,85M","-0,56%"
"21.06.2022","115,83","115,86","117,03","115,04","11,68M","2,48%"
"17.06.2022","113,03","113,54","114,63","112,16","30,92M","-0,35%"
"16.06.2022","113,43","113,86","114,26","111,87","16,72M","-1,72%"
"15.06.2022","115,41","115,62","116,95","113,17","14,08M","1,18%"
"14.06.2022","114,06","115,55","117,32","113,22","13,36M","-1,66%"
"13.06.2022","115,99","116,86","117,95","115,06","16,81M","-2,98%"
"10.06.2022","119,55","122,59","123,40","119,32","12,95M","-4,60%"
"09.06.2022","125,31","127,37","128,10","125,27","13,57M","-2,10%"
"08.06.2022","128,00","129,00","129,45","126,90","8,42M","-1,59%"
"07.06.2022","130,07","128,83","130,32","128,62","6,72M","0,26%"
"06.06.2022","129,73","131,09","132,39","129,46","11,32M","-0,33%"
"03.06.2022","130,16","131,21","131,77","129,99","8,60M","-1,39%"
"02.06.2022","132,00","129,90","132,01","128,67","8,37M","1,61%"
"01.06.2022","129,91","132,87","132,87","128,67","10,77M","-1,75%"
"31.05.2022","132,23","130,18","133,15","129,71","17,02M","0,73%"
"27.05.2022","131,27","130,16","131,27","129,14","11,18M","1,41%"
"26.05.2022","129,44","128,37","130,19","128,21","15,99M","1,73%"
"25.05.2022","127,24","126,28","127,86","125,17","12,78M","0,70%"
"24.05.2022","126,36","124,36","127,49","123,11","19,32M","1,41%"
"23.05.2022","124,60","120,46","126,57","120,45","24,38M","6,19%"
"20.05.2022","117,34","119,46","119,67","115,02","13,15M","-0,82%"
"19.05.2022","118,31","118,19","119,65","117,63","12,77M","-1,48%"
"18.05.2022","120,09","121,30","121,97","119,53","12,66M","-1,71%"
"17.05.2022","122,18","121,04","122,97","120,81","11,16M","3,31%"
"16.05.2022","118,26","118,54","119,46","117,23","10,27M","-0,70%"
"13.05.2022","119,09","119,41","120,25","117,96","10,44M","0,89%"
"12.05.2022","118,04","117,00","118,32","115,37","16,32M","-0,08%"
"11.05.2022","118,14","119,30","122,89","117,94","14,63M","-0,63%"
"10.05.2022","118,89","123,11","123,78","117,56","16,38M","-2,44%"
"09.05.2022","121,86","122,11","123,33","120,50","14,31M","-1,50%"
"06.05.2022","123,72","123,80","124,29","121,18","14,42M","-0,16%"
"05.05.2022","123,92","125,25","126,10","122,16","15,06M","-2,50%"
"04.05.2022","127,10","122,80","127,40","122,74","17,13M","3,31%"
"03.05.2022","123,03","121,53","124,17","120,78","15,72M","2,14%"
"02.05.2022","120,45","119,88","120,71","118,22","18,54M","0,91%"
"29.04.2022","119,36","123,05","123,61","118,90","14,87M","-3,23%"
"28.04.2022","123,34","122,81","123,65","121,14","13,02M","1,58%"
"27.04.2022","121,42","122,33","123,56","121,22","17,22M","-1,30%"
"26.04.2022","123,02","124,64","126,41","122,87","17,21M","-2,96%"
"25.04.2022","126,77","126,01","127,11","123,11","17,15M","-0,03%"
"22.04.2022","126,81","130,28","130,52","126,69","14,32M","-2,87%"
"21.04.2022","130,56","132,22","132,81","129,96","12,17M","-0,78%"
"20.04.2022","131,58","132,52","133,51","131,34","13,43M","0,35%"
"19.04.2022","131,12","128,45","131,32","128,23","15,02M","2,07%"
"18.04.2022","128,46","125,67","129,24","125,54","11,83M","1,86%"
"14.04.2022","126,12","126,50","128,30","125,02","18,84M","-0,93%"
